Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2/2/2007,07:22:00,1.986,0.000,238.230,8.200,0.000,0.000,18
2/2/2007,07:23:00,2.088,0.000,237.830,8.800,0.000,0.000,17
2/2/2007,07:24:00,2.076,0.098,238.090,8.600,0.000,0.000,18
2/2/2007,07:25:00,2.062,0.102,238.070,8.600,0.000,0.000,17
2/2/2007,07:26:00,2.058,0.102,238.210,8.600,0.000,0.000,17
2/2/2007,07:27:00,2.320,0.104,238.890,9.800,0.000,0.000,18
2/2/2007,07:28:00,2.736,0.106,238.720,11.400,0.000,0.000,17
2/2/2007,07:29:00,2.322,0.256,238.560,9.800,0.000,0.000,18
2/2/2007,07:30:00,2.296,0.230,238.750,9.600,0.000,0.000,17
2/2/2007,07:31:00,2.324,0.102,238.610,9.600,0.000,0.000,18
2/2/2007,07:32:00,2.346,0.102,238.720,9.800,0.000,0.000,17
2/2/2007,07:33:00,2.414,0.102,239.090,10.000,0.000,0.000,18
2/2/2007,07:34:00,2.444,0.096,237.670,10.200,0.000,0.000,17
2/2/2007,07:35:00,2.464,0.102,239.140,10.200,0.000,0.000,17
2/2/2007,07:36:00,2.522,0.168,238.810,10.600,0.000,0.000,18
2/2/2007,07:37:00,2.536,0.202,238.950,10.600,0.000,0.000,17
2/2/2007,07:38:00,2.504,0.206,239.780,10.400,0.000,0.000,18
2/2/2007,07:39:00,2.386,0.110,239.490,10.000,0.000,0.000,18
2/2/2007,07:40:00,2.412,0.080,239.330,10.000,0.000,0.000,17
2/2/2007,07:41:00,2.440,0.074,238.320,10.200,0.000,0.000,18
2/2/2007,07:42:00,2.736,0.072,237.890,11.600,0.000,0.000,17
2/2/2007,07:43:00,3.186,0.064,236.390,13.600,0.000,0.000,17
2/2/2007,07:44:00,2.412,0.066,236.620,10.200,0.000,0.000,17
2/2/2007,07:45:00,2.432,0.074,238.450,10.200,0.000,0.000,18
2/2/2007,07:46:00,2.444,0.074,239.460,10.200,0.000,0.000,17
2/2/2007,07:47:00,2.504,0.068,238.450,10.400,0.000,0.000,18
2/2/2007,07:48:00,2.432,0.000,237.450,10.200,0.000,0.000,17
2/2/2007,07:49:00,2.390,0.000,237.800,10.000,0.000,0.000,17
2/2/2007,07:50:00,2.246,0.000,237.520,9.400,0.000,0.000,18
2/2/2007,07:51:00,2.210,0.000,237.460,9.200,0.000,0.000,17
2/2/2007,07:52:00,2.206,0.000,238.680,9.200,0.000,0.000,17
2/2/2007,07:53:00,2.314,0.148,238.250,9.600,0.000,0.000,18
2/2/2007,07:54:00,2.676,0.000,237.340,11.200,0.000,0.000,17
2/2/2007,07:55:00,2.686,0.000,235.760,11.400,0.000,0.000,17
2/2/2007,07:56:00,2.694,0.000,236.140,11.400,0.000,0.000,17
2/2/2007,07:57:00,2.844,0.000,236.350,12.000,0.000,0.000,17
2/2/2007,07:58:00,2.880,0.000,236.330,12.200,0.000,0.000,17
2/2/2007,07:59:00,2.922,0.000,235.360,12.400,0.000,0.000,17
2/2/2007,08:00:00,2.904,0.000,235.450,12.200,0.000,0.000,17
2/2/2007,08:01:00,2.842,0.000,235.320,12.000,0.000,0.000,17
2/2/2007,08:02:00,2.052,0.000,236.200,8.800,0.000,0.000,17
2/2/2007,08:03:00,1.908,0.000,239.290,8.000,0.000,0.000,18
2/2/2007,08:04:00,1.924,0.056,239.030,8.000,0.000,0.000,17
2/2/2007,08:05:00,1.550,0.096,239.410,6.400,0.000,0.000,18
2/2/2007,08:06:00,1.884,0.100,238.840,7.800,0.000,0.000,18
2/2/2007,08:07:00,1.774,0.090,238.690,7.400,0.000,0.000,17
2/2/2007,08:08:00,1.960,0.094,238.990,8.200,0.000,0.000,17
2/2/2007,08:09:00,2.252,0.096,238.640,9.400,0.000,0.000,18
2/2/2007,08:10:00,1.826,0.098,239.280,7.600,0.000,0.000,17
2/2/2007,08:11:00,1.378,0.102,239.720,5.600,0.000,0.000,18
2/2/2007,08:12:00,1.366,0.098,239.120,5.600,0.000,0.000,18
2/2/2007,08:13:00,1.372,0.102,239.760,5.600,0.000,0.000,17
2/2/2007,08:14:00,1.368,0.100,239.320,5.600,0.000,0.000,18
2/2/2007,08:15:00,1.372,0.102,239.830,5.600,0.000,0.000,17
2/2/2007,08:16:00,1.374,0.102,240.080,5.600,0.000,0.000,18
2/2/2007,08:17:00,1.374,0.104,240.080,5.600,0.000,0.000,18
2/2/2007,08:18:00,1.380,0.106,240.710,5.600,0.000,0.000,18
2/2/2007,08:19:00,1.358,0.082,240.030,5.600,0.000,0.000,17
2/2/2007,08:20:00,1.286,0.000,240.580,5.200,0.000,0.000,18
2/2/2007,08:21:00,1.278,0.000,239.740,5.200,0.000,0.000,18
2/2/2007,08:22:00,1.370,0.074,239.690,5.600,0.000,0.000,17
2/2/2007,08:23:00,1.354,0.072,239.950,5.600,0.000,0.000,18
2/2/2007,08:24:00,1.354,0.072,239.860,5.600,0.000,0.000,17
2/2/2007,08:25:00,1.356,0.074,240.220,5.600,0.000,0.000,18
2/2/2007,08:26:00,1.356,0.074,240.320,5.600,0.000,0.000,18
2/2/2007,08:27:00,1.356,0.074,240.330,5.600,0.000,0.000,17
2/2/2007,08:28:00,1.444,0.182,240.720,6.000,0.000,0.000,18
2/2/2007,08:29:00,1.438,0.198,240.450,6.000,0.000,2.000,18
2/2/2007,08:30:00,1.444,0.202,241.350,6.000,0.000,1.000,18
2/2/2007,08:31:00,1.446,0.202,241.450,6.000,0.000,2.000,18
2/2/2007,08:32:00,1.446,0.202,241.150,6.000,0.000,1.000,17
2/2/2007,08:33:00,1.422,0.162,240.800,5.800,0.000,1.000,18
2/2/2007,08:34:00,1.374,0.094,240.480,5.600,0.000,2.000,18
2/2/2007,08:35:00,1.374,0.094,240.490,5.600,0.000,1.000,18
2/2/2007,08:36:00,1.376,0.094,240.590,5.600,0.000,2.000,17
2/2/2007,08:37:00,1.372,0.094,240.390,5.600,0.000,1.000,18
2/2/2007,08:38:00,1.362,0.090,239.640,5.600,0.000,1.000,18
2/2/2007,08:39:00,1.356,0.090,239.640,5.600,0.000,2.000,17
2/2/2007,08:40:00,1.358,0.090,239.850,5.600,0.000,1.000,18
2/2/2007,08:41:00,1.356,0.090,239.760,5.600,0.000,1.000,18
2/2/2007,08:42:00,1.356,0.088,239.530,5.600,0.000,2.000,17
2/2/2007,08:43:00,1.350,0.086,238.800,5.600,0.000,1.000,18
2/2/2007,08:44:00,1.386,0.120,238.350,5.800,0.000,1.000,17
2/2/2007,08:45:00,1.468,0.222,239.640,6.200,0.000,2.000,18
2/2/2007,08:46:00,1.468,0.224,240.140,6.200,0.000,1.000,17
2/2/2007,08:47:00,1.464,0.224,240.060,6.000,0.000,1.000,18
2/2/2007,08:48:00,1.460,0.222,239.800,6.000,0.000,1.000,18
2/2/2007,08:49:00,1.450,0.220,239.210,6.000,0.000,2.000,17
2/2/2007,08:50:00,1.442,0.216,238.620,6.000,0.000,1.000,17
2/2/2007,08:51:00,1.442,0.216,238.700,6.000,0.000,1.000,18
2/2/2007,08:52:00,1.440,0.216,238.690,6.000,0.000,1.000,17
2/2/2007,08:53:00,1.448,0.222,239.580,6.000,0.000,1.000,18
2/2/2007,08:54:00,1.452,0.224,240.090,6.000,0.000,2.000,18
2/2/2007,08:55:00,1.444,0.220,239.540,6.000,0.000,1.000,17
2/2/2007,08:56:00,1.440,0.218,239.220,6.000,0.000,1.000,18
2/2/2007,08:57:00,1.438,0.218,239.060,6.000,0.000,1.000,17
2/2/2007,08:58:00,1.406,0.162,239.080,5.800,0.000,1.000,18
2/2/2007,08:59:00,1.366,0.098,238.920,5.600,0.000,0.000,17
2/2/2007,09:00:00,1.276,0.000,238.270,5.200,0.000,0.000,18
2/2/2007,09:01:00,1.262,0.000,237.750,5.200,0.000,0.000,17
2/2/2007,09:02:00,1.260,0.000,237.590,5.200,0.000,0.000,17
2/2/2007,09:03:00,1.262,0.000,237.710,5.200,0.000,0.000,18
2/2/2007,09:04:00,1.262,0.000,237.890,5.200,0.000,0.000,17
2/2/2007,09:05:00,1.272,0.000,238.660,5.200,0.000,0.000,17
2/2/2007,09:06:00,1.278,0.000,239.360,5.200,0.000,0.000,18
2/2/2007,09:07:00,1.274,0.000,239.570,5.200,0.000,0.000,18
2/2/2007,09:08:00,1.334,0.000,239.410,5.600,0.000,0.000,17
2/2/2007,09:09:00,1.344,0.068,239.080,5.600,0.000,0.000,18
2/2/2007,09:10:00,1.340,0.066,238.680,5.600,0.000,0.000,17
2/2/2007,09:11:00,1.340,0.068,238.740,5.600,0.000,0.000,18
2/2/2007,09:12:00,1.340,0.068,238.810,5.600,0.000,0.000,17
2/2/2007,09:13:00,1.344,0.068,238.970,5.600,0.000,0.000,18
2/2/2007,09:14:00,1.344,0.068,238.830,5.600,0.000,0.000,17
2/2/2007,09:15:00,1.344,0.068,238.900,5.600,0.000,0.000,17
2/2/2007,09:16:00,1.344,0.070,238.960,5.600,0.000,0.000,18
2/2/2007,09:17:00,1.342,0.068,238.910,5.600,0.000,0.000,17
2/2/2007,09:18:00,1.340,0.068,238.710,5.600,0.000,0.000,18
2/2/2007,09:19:00,1.328,0.050,239.360,5.400,0.000,0.000,17
2/2/2007,09:20:00,1.270,0.000,239.120,5.200,0.000,0.000,18
2/2/2007,09:21:00,1.266,0.000,238.870,5.200,0.000,0.000,17
2/2/2007,09:22:00,1.270,0.000,239.240,5.200,0.000,0.000,18
2/2/2007,09:23:00,1.288,0.000,239.380,5.400,0.000,0.000,18
2/2/2007,09:24:00,1.306,0.000,238.700,5.400,0.000,0.000,17
2/2/2007,09:25:00,1.394,0.116,238.500,5.800,0.000,0.000,17
2/2/2007,09:26:00,1.392,0.116,238.580,5.800,0.000,0.000,18
2/2/2007,09:27:00,1.386,0.114,238.400,5.800,0.000,0.000,17
2/2/2007,09:28:00,1.390,0.116,238.470,5.800,0.000,0.000,18
2/2/2007,09:29:00,1.394,0.116,238.560,5.800,0.000,0.000,17
2/2/2007,09:30:00,1.386,0.114,238.040,5.800,0.000,0.000,18
2/2/2007,09:31:00,1.374,0.112,237.540,5.800,0.000,0.000,17
2/2/2007,09:32:00,1.370,0.112,237.560,5.800,0.000,0.000,17
2/2/2007,09:33:00,1.364,0.110,237.120,5.800,0.000,0.000,17
2/2/2007,09:34:00,1.360,0.108,236.650,5.600,0.000,0.000,18
2/2/2007,09:35:00,1.360,0.108,236.760,5.600,0.000,0.000,17
2/2/2007,09:36:00,1.400,0.108,237.080,5.800,0.000,0.000,17
2/2/2007,09:37:00,1.416,0.108,236.890,6.000,0.000,0.000,17
2/2/2007,09:38:00,1.358,0.110,237.240,5.600,0.000,0.000,17
2/2/2007,09:39:00,1.678,0.110,236.750,7.000,0.000,0.000,18
2/2/2007,09:40:00,1.762,0.050,237.020,7.400,0.000,0.000,17
2/2/2007,09:41:00,1.786,0.000,237.160,7.600,0.000,0.000,17
2/2/2007,09:42:00,1.794,0.000,237.440,7.600,0.000,0.000,17
2/2/2007,09:43:00,1.792,0.000,237.390,7.600,0.000,0.000,18
2/2/2007,09:44:00,1.794,0.000,237.210,7.600,0.000,0.000,17
2/2/2007,09:45:00,1.790,0.000,237.000,7.600,0.000,0.000,17
2/2/2007,09:46:00,1.782,0.000,237.010,7.600,0.000,0.000,17
2/2/2007,09:47:00,1.784,0.000,236.980,7.600,0.000,0.000,17
2/2/2007,09:48:00,1.784,0.000,237.230,7.600,0.000,0.000,18
2/2/2007,09:49:00,1.790,0.000,237.510,7.600,0.000,0.000,17
2/2/2007,09:50:00,1.786,0.000,237.430,7.600,0.000,0.000,17
2/2/2007,09:51:00,1.788,0.000,237.390,7.600,0.000,0.000,17
2/2/2007,09:52:00,1.784,0.000,237.180,7.600,0.000,0.000,18
2/2/2007,09:53:00,1.790,0.000,237.690,7.600,0.000,0.000,17
2/2/2007,09:54:00,1.852,0.048,238.470,7.800,0.000,0.000,17
2/2/2007,09:55:00,1.866,0.100,238.100,7.800,0.000,0.000,18
2/2/2007,09:56:00,1.858,0.096,237.220,7.800,0.000,0.000,17
2/2/2007,09:57:00,1.866,0.098,237.640,7.800,0.000,0.000,17
2/2/2007,09:58:00,1.858,0.096,237.320,7.800,0.000,0.000,18
2/2/2007,09:59:00,1.858,0.096,237.250,7.800,0.000,0.000,17
2/2/2007,10:00:00,1.862,0.098,237.780,7.800,0.000,0.000,17
2/2/2007,10:01:00,1.860,0.098,237.660,7.800,0.000,0.000,17
2/2/2007,10:02:00,1.864,0.098,237.490,7.800,0.000,0.000,18
2/2/2007,10:03:00,1.850,0.090,236.350,7.800,0.000,0.000,17
2/2/2007,10:04:00,1.848,0.092,236.550,7.800,0.000,0.000,17
2/2/2007,10:05:00,1.878,0.106,236.540,8.000,0.000,0.000,17
2/2/2007,10:06:00,1.896,0.120,236.480,8.000,0.000,0.000,17
2/2/2007,10:07:00,1.904,0.124,236.840,8.000,0.000,0.000,18
2/2/2007,10:08:00,1.886,0.118,236.370,8.000,0.000,0.000,17
2/2/2007,10:09:00,1.876,0.116,236.000,8.000,0.000,0.000,17
2/2/2007,10:10:00,1.884,0.120,236.400,8.000,0.000,0.000,17
2/2/2007,10:11:00,1.876,0.118,236.250,8.000,0.000,0.000,17
2/2/2007,10:12:00,1.874,0.118,236.390,8.000,0.000,0.000,17
2/2/2007,10:13:00,1.874,0.116,235.720,8.000,0.000,0.000,17
2/2/2007,10:14:00,1.858,0.112,234.590,8.000,0.000,0.000,17
2/2/2007,10:15:00,1.862,0.114,234.960,8.000,0.000,0.000,17
2/2/2007,10:16:00,1.860,0.114,235.020,8.000,0.000,0.000,17
2/2/2007,10:17:00,1.862,0.116,235.030,8.000,0.000,0.000,17
2/2/2007,10:18:00,1.860,0.114,234.860,8.000,0.000,0.000,17
2/2/2007,10:19:00,1.856,0.114,234.730,8.000,0.000,0.000,17
2/2/2007,10:20:00,1.864,0.114,235.090,8.000,0.000,0.000,16
2/2/2007,10:21:00,1.814,0.000,235.870,7.800,0.000,0.000,18
2/2/2007,10:22:00,1.772,0.000,235.710,7.600,0.000,0.000,17
2/2/2007,10:23:00,1.778,0.000,236.070,7.600,0.000,0.000,17
2/2/2007,10:24:00,1.784,0.000,236.460,7.600,0.000,0.000,17
2/2/2007,10:25:00,1.782,0.000,235.890,7.600,0.000,0.000,17
2/2/2007,10:26:00,1.784,0.000,236.640,7.600,0.000,0.000,17
2/2/2007,10:27:00,1.778,0.000,236.520,7.600,0.000,0.000,17
2/2/2007,10:28:00,1.794,0.000,237.270,7.600,0.000,0.000,17
2/2/2007,10:29:00,1.786,0.000,237.300,7.600,0.000,0.000,18
2/2/2007,10:30:00,1.506,0.046,238.310,6.400,0.000,0.000,17
2/2/2007,10:31:00,1.726,0.000,238.130,7.400,0.000,0.000,17
2/2/2007,10:32:00,1.764,0.000,237.580,7.400,0.000,0.000,18
2/2/2007,10:33:00,1.752,0.000,236.990,7.400,0.000,0.000,17
2/2/2007,10:34:00,1.744,0.000,236.660,7.400,0.000,0.000,17
2/2/2007,10:35:00,1.746,0.000,236.590,7.400,0.000,0.000,17
2/2/2007,10:36:00,1.756,0.000,237.580,7.400,0.000,0.000,17
2/2/2007,10:37:00,1.750,0.000,237.470,7.400,0.000,0.000,18
2/2/2007,10:38:00,1.832,0.000,237.180,7.800,0.000,0.000,17
2/2/2007,10:39:00,1.578,0.000,238.010,6.800,0.000,0.000,17
2/2/2007,10:40:00,0.398,0.062,238.970,1.800,0.000,0.000,0
2/2/2007,10:41:00,0.408,0.096,238.940,1.800,0.000,0.000,0
2/2/2007,10:42:00,1.048,0.088,238.110,4.800,0.000,0.000,9
2/2/2007,10:43:00,1.462,0.084,238.140,6.000,0.000,0.000,18
2/2/2007,10:44:00,1.460,0.084,237.970,6.000,0.000,0.000,17
2/2/2007,10:45:00,1.414,0.084,237.990,5.800,0.000,0.000,18
2/2/2007,10:46:00,1.528,0.148,237.430,6.400,0.000,0.000,17
2/2/2007,10:47:00,1.688,0.206,236.940,7.200,0.000,0.000,17
2/2/2007,10:48:00,2.084,0.206,236.040,8.800,0.000,0.000,17
2/2/2007,10:49:00,1.930,0.202,235.370,8.200,0.000,0.000,17
2/2/2007,10:50:00,1.432,0.208,237.010,6.000,0.000,0.000,18
2/2/2007,10:51:00,1.382,0.138,237.150,5.800,0.000,0.000,17
2/2/2007,10:52:00,1.364,0.110,237.380,5.600,0.000,0.000,17
2/2/2007,10:53:00,1.364,0.112,237.600,5.600,0.000,0.000,17
2/2/2007,10:54:00,1.364,0.112,237.550,5.600,0.000,0.000,18
2/2/2007,10:55:00,1.356,0.108,236.980,5.600,0.000,0.000,17
2/2/2007,10:56:00,1.364,0.110,237.390,5.600,0.000,0.000,17
2/2/2007,10:57:00,1.374,0.114,238.250,5.800,0.000,0.000,18
2/2/2007,10:58:00,1.374,0.114,238.320,5.800,0.000,0.000,17
2/2/2007,10:59:00,1.370,0.114,237.880,5.800,0.000,0.000,17
2/2/2007,11:00:00,1.364,0.112,237.410,5.600,0.000,0.000,18
2/2/2007,11:01:00,1.402,0.148,237.290,6.000,0.000,0.000,17
2/2/2007,11:02:00,1.356,0.104,237.770,5.600,0.000,1.000,17
2/2/2007,11:03:00,1.358,0.104,237.950,5.600,0.000,1.000,18
2/2/2007,11:04:00,1.354,0.102,237.650,5.600,0.000,1.000,17
2/2/2007,11:05:00,1.358,0.104,237.920,5.600,0.000,2.000,17
2/2/2007,11:06:00,1.356,0.102,237.650,5.600,0.000,1.000,17
2/2/2007,11:07:00,1.358,0.104,237.880,5.600,0.000,2.000,18
2/2/2007,11:08:00,1.352,0.100,237.210,5.600,0.000,1.000,17
2/2/2007,11:09:00,1.352,0.102,237.310,5.600,0.000,1.000,17
2/2/2007,11:10:00,1.350,0.100,237.180,5.600,0.000,2.000,18
2/2/2007,11:11:00,1.354,0.102,237.570,5.600,0.000,1.000,17
2/2/2007,11:12:00,1.362,0.104,238.400,5.600,0.000,1.000,17
2/2/2007,11:13:00,1.364,0.106,238.590,5.600,0.000,2.000,18
2/2/2007,11:14:00,1.358,0.104,238.190,5.600,0.000,1.000,17
2/2/2007,11:15:00,1.358,0.104,238.220,5.600,0.000,2.000,17
2/2/2007,11:16:00,1.352,0.102,237.780,5.600,0.000,1.000,18
2/2/2007,11:17:00,1.352,0.102,237.950,5.600,0.000,1.000,17
2/2/2007,11:18:00,1.354,0.102,238.060,5.600,0.000,1.000,18
2/2/2007,11:19:00,1.344,0.100,237.340,5.600,0.000,2.000,17
2/2/2007,11:20:00,1.348,0.102,237.740,5.600,0.000,1.000,17
2/2/2007,11:21:00,1.348,0.104,238.040,5.600,0.000,1.000,17
2/2/2007,11:22:00,1.344,0.102,238.160,5.600,0.000,1.000,18
2/2/2007,11:23:00,1.344,0.102,238.180,5.600,0.000,2.000,17
2/2/2007,11:24:00,1.340,0.102,237.890,5.600,0.000,1.000,18
2/2/2007,11:25:00,1.374,0.120,238.270,5.800,0.000,1.000,17
2/2/2007,11:26:00,1.434,0.212,237.880,6.000,0.000,1.000,17
2/2/2007,11:27:00,1.522,0.330,237.680,6.400,0.000,1.000,18
2/2/2007,11:28:00,1.518,0.328,237.330,6.400,0.000,2.000,17
2/2/2007,11:29:00,1.524,0.332,237.850,6.400,0.000,1.000,17
2/2/2007,11:30:00,1.514,0.328,237.210,6.400,0.000,1.000,17
2/2/2007,11:31:00,1.500,0.310,237.330,6.400,0.000,1.000,18
2/2/2007,11:32:00,1.444,0.214,237.800,6.000,0.000,0.000,17
2/2/2007,11:33:00,1.434,0.210,237.090,6.000,0.000,0.000,17
2/2/2007,11:34:00,1.422,0.208,236.620,6.000,0.000,0.000,17
2/2/2007,11:35:00,1.420,0.208,236.720,6.000,0.000,0.000,18
2/2/2007,11:36:00,1.420,0.210,236.910,6.000,0.000,0.000,17
2/2/2007,11:37:00,1.382,0.142,237.970,5.800,0.000,0.000,17
2/2/2007,11:38:00,1.364,0.114,237.950,5.600,0.000,0.000,17
2/2/2007,11:39:00,1.358,0.112,237.580,5.600,0.000,0.000,18
2/2/2007,11:40:00,1.356,0.112,237.400,5.600,0.000,0.000,17
2/2/2007,11:41:00,1.354,0.110,237.250,5.600,0.000,0.000,17
2/2/2007,11:42:00,1.298,0.000,236.830,5.400,0.000,0.000,17
2/2/2007,11:43:00,1.266,0.000,237.370,5.200,0.000,0.000,18
2/2/2007,11:44:00,1.266,0.000,237.060,5.200,0.000,0.000,17
2/2/2007,11:45:00,1.276,0.000,237.810,5.200,0.000,0.000,17
2/2/2007,11:46:00,1.272,0.000,237.820,5.200,0.000,0.000,18
2/2/2007,11:47:00,1.274,0.000,238.440,5.200,0.000,0.000,17
2/2/2007,11:48:00,1.276,0.000,238.530,5.200,0.000,0.000,17
2/2/2007,11:49:00,1.284,0.000,239.370,5.200,0.000,0.000,18
2/2/2007,11:50:00,1.274,0.000,238.440,5.200,0.000,0.000,17
2/2/2007,11:51:00,1.282,0.000,239.160,5.200,0.000,0.000,18
2/2/2007,11:52:00,1.286,0.000,239.500,5.200,0.000,0.000,17
2/2/2007,11:53:00,1.290,0.000,239.880,5.400,0.000,0.000,18
2/2/2007,11:54:00,1.294,0.000,240.230,5.400,0.000,0.000,18
2/2/2007,11:55:00,1.300,0.000,240.800,5.400,0.000,0.000,18
2/2/2007,11:56:00,1.292,0.000,240.050,5.400,0.000,0.000,17
2/2/2007,11:57:00,0.412,0.000,241.400,2.400,0.000,0.000,4
2/2/2007,11:58:00,0.232,0.000,241.760,1.000,0.000,0.000,0
2/2/2007,11:59:00,0.232,0.000,241.940,1.000,0.000,0.000,0
2/2/2007,12:00:00,0.232,0.000,241.860,1.000,0.000,0.000,0
2/2/2007,12:01:00,0.232,0.000,241.930,1.000,0.000,0.000,0
2/2/2007,12:02:00,0.232,0.000,241.850,1.000,0.000,0.000,0
2/2/2007,12:03:00,0.232,0.000,241.500,1.000,0.000,0.000,0
2/2/2007,12:04:00,0.232,0.000,241.890,1.000,0.000,0.000,0
2/2/2007,12:05:00,0.232,0.000,241.470,1.000,0.000,0.000,0
2/2/2007,12:06:00,0.232,0.000,241.190,1.000,0.000,0.000,0
2/2/2007,12:07:00,0.328,0.104,239.830,1.600,0.000,0.000,0
2/2/2007,12:08:00,0.338,0.128,239.230,1.400,0.000,0.000,0
2/2/2007,12:09:00,0.330,0.124,238.120,1.400,0.000,0.000,0
2/2/2007,12:10:00,0.330,0.124,238.250,1.400,0.000,0.000,0
2/2/2007,12:11:00,0.406,0.204,237.390,2.000,0.000,0.000,0
2/2/2007,12:12:00,0.402,0.224,238.130,1.800,0.000,0.000,0
2/2/2007,12:13:00,0.400,0.222,237.680,1.800,0.000,0.000,0
2/2/2007,12:14:00,0.400,0.226,238.340,1.800,0.000,0.000,0
2/2/2007,12:15:00,0.400,0.228,238.500,1.800,0.000,0.000,0
2/2/2007,12:16:00,0.398,0.232,239.210,1.800,0.000,0.000,0
2/2/2007,12:17:00,0.396,0.228,238.740,1.800,0.000,0.000,0
2/2/2007,12:18:00,0.394,0.230,239.150,1.800,0.000,0.000,0
2/2/2007,12:19:00,0.392,0.228,238.700,1.800,0.000,0.000,0
2/2/2007,12:20:00,0.392,0.230,238.910,1.800,0.000,0.000,0
2/2/2007,12:21:00,0.388,0.224,237.930,1.800,0.000,0.000,0
2/2/2007,12:22:00,0.350,0.174,238.650,1.600,0.000,0.000,0
2/2/2007,12:23:00,0.226,0.000,238.450,1.000,0.000,0.000,0
2/2/2007,12:24:00,0.238,0.000,239.420,1.000,0.000,0.000,0
2/2/2007,12:25:00,0.284,0.000,239.210,1.200,0.000,0.000,0
2/2/2007,12:26:00,0.554,0.000,239.360,2.200,0.000,0.000,0
2/2/2007,12:27:00,0.644,0.000,238.650,2.800,0.000,0.000,0
2/2/2007,12:28:00,0.834,0.094,238.670,3.400,0.000,0.000,0
2/2/2007,12:29:00,0.828,0.092,237.520,3.400,0.000,0.000,0
2/2/2007,12:30:00,0.830,0.092,238.250,3.400,0.000,0.000,0
2/2/2007,12:31:00,0.830,0.090,238.370,3.400,0.000,0.000,0
2/2/2007,12:32:00,0.832,0.090,238.750,3.400,0.000,0.000,0
2/2/2007,12:33:00,0.830,0.088,238.260,3.400,0.000,0.000,0
2/2/2007,12:34:00,0.832,0.088,238.670,3.400,0.000,0.000,0
2/2/2007,12:35:00,0.832,0.090,238.920,3.400,0.000,0.000,0
2/2/2007,12:36:00,0.834,0.092,239.390,3.400,0.000,0.000,0
2/2/2007,12:37:00,0.834,0.092,239.560,3.400,0.000,0.000,0
2/2/2007,12:38:00,0.834,0.090,239.460,3.400,0.000,0.000,0
2/2/2007,12:39:00,0.828,0.086,238.440,3.400,0.000,0.000,0
2/2/2007,12:40:00,0.830,0.088,238.850,3.400,0.000,0.000,0
2/2/2007,12:41:00,0.828,0.084,238.290,3.400,0.000,0.000,0
2/2/2007,12:42:00,1.094,0.082,238.360,4.600,0.000,0.000,0
2/2/2007,12:43:00,0.830,0.086,238.820,3.400,0.000,0.000,0
2/2/2007,12:44:00,0.830,0.086,239.080,3.400,0.000,0.000,0
2/2/2007,12:45:00,0.830,0.086,239.040,3.400,0.000,0.000,0
2/2/2007,12:46:00,0.828,0.084,238.580,3.400,0.000,0.000,0
2/2/2007,12:47:00,0.858,0.106,238.270,3.600,0.000,0.000,0
2/2/2007,12:48:00,0.936,0.212,238.470,4.000,0.000,0.000,0
2/2/2007,12:49:00,0.936,0.216,239.130,4.000,0.000,0.000,0
2/2/2007,12:50:00,0.932,0.216,238.980,4.000,0.000,0.000,0
2/2/2007,12:51:00,0.930,0.216,238.950,4.000,0.000,0.000,0
2/2/2007,12:52:00,0.982,0.264,239.490,4.200,0.000,0.000,0
2/2/2007,12:53:00,1.004,0.320,239.410,4.400,0.000,0.000,0
2/2/2007,12:54:00,1.006,0.322,239.650,4.400,0.000,0.000,0
2/2/2007,12:55:00,1.012,0.320,239.540,4.400,0.000,0.000,0
2/2/2007,12:56:00,1.004,0.324,239.970,4.400,0.000,0.000,0
2/2/2007,12:57:00,1.010,0.320,239.310,4.400,0.000,0.000,0
2/2/2007,12:58:00,0.998,0.318,238.970,4.400,0.000,0.000,0
2/2/2007,12:59:00,1.660,0.308,237.850,7.400,0.000,0.000,9
2/2/2007,13:00:00,2.066,0.304,237.560,8.800,0.000,0.000,18
2/2/2007,13:01:00,2.052,0.304,237.600,8.600,0.000,0.000,18
2/2/2007,13:02:00,2.046,0.302,237.520,8.600,0.000,0.000,18
2/2/2007,13:03:00,1.966,0.216,237.530,8.200,0.000,0.000,17
2/2/2007,13:04:00,1.666,0.080,237.630,7.000,0.000,0.000,17
2/2/2007,13:05:00,1.662,0.080,237.450,7.000,0.000,0.000,18
2/2/2007,13:06:00,1.662,0.080,237.550,7.000,0.000,0.000,17
2/2/2007,13:07:00,1.654,0.078,237.130,7.000,0.000,0.000,17
2/2/2007,13:08:00,1.650,0.076,236.690,7.000,0.000,0.000,18
2/2/2007,13:09:00,1.654,0.076,236.610,7.000,0.000,0.000,17
2/2/2007,13:10:00,1.644,0.074,236.210,6.800,0.000,0.000,17
2/2/2007,13:11:00,1.646,0.076,236.490,6.800,0.000,0.000,17
2/2/2007,13:12:00,1.644,0.076,236.460,6.800,0.000,0.000,17
2/2/2007,13:13:00,1.646,0.076,236.660,6.800,0.000,0.000,18
2/2/2007,13:14:00,1.646,0.076,236.750,6.800,0.000,0.000,17
2/2/2007,13:15:00,1.390,0.080,236.860,5.800,0.000,0.000,17
2/2/2007,13:16:00,1.328,0.082,237.090,5.600,0.000,0.000,17
2/2/2007,13:17:00,1.328,0.082,236.940,5.600,0.000,0.000,17
2/2/2007,13:18:00,1.310,0.054,237.100,5.400,0.000,0.000,18
